FMID,street,city,County,State,zip,x,y
1000525,Brown Park,Lime Springs,Howard,Iowa,52155,-92.282836,43.447861
1000527,"Kief-Joshua Vineyards, 370 Elgin Road",Elgin,Santa Cruz,Arizona,85611,-110.543,31.659
1000528,25661 Highway 17 N,Carollton,Pickens,Alabama,35447,-88.093797,33.275534
1000530,North Main Street & Blake Street,Belton,Anderson,South Carolina,29627,-82.496,34.5268
1000531,"North Valley Plaza, East Ave. & Pillsbury Rd.",Chico,Butte,California,95973,-121.848,39.7606
1000532,Indepedence Street,St. Matthews,Calhoun,South Carolina,29135,-80.7799,33.6647
1000535,411 Martin Luther King Jr.,Bakersfield,Kern,California,93307,-118.985,35.3615
1000544,SC Hwy 34 & Cane Bridge St,Ninety Six,Greenwood,South Carolina,29666,-82.0231,34.1751
1000545,"1223 Cecil Shelton, Dr.",Grenada,Grenada,Mississippi,38901,-89.8376,33.7922
1000546,1st & College,Cheney,Spokane,Washington,99004,-117.575,47.4876
1000549,21 College Street,Clio,Barbour,Alabama,36311,-85.619065,31.7078144
1000550,Clinton Square,Syracuse,Onondaga,New York,13202,-76.1528314,43.0509435
1000552,Behind Train Depot,Florala,Covington,Alabama,36442,-86.3252,31.0063
1000553,Highway 331,Opp,Covington,Alabama,36467,-86.2571,31.2807
1000554,1025 Lila Avenue,Milford,Clermont,Ohio,45150,-84.275529,39.173808
1000558,250 South Main Street,Ironton,Iron,Missouri,63650,-90.6278618,37.5945109
1000559,2031 S. Elliott Ave.,Aurora,Lawrence,Missouri,65605,-93.7201867,36.948908
1000560,100 block S 9th st.,Klamath Falls,Klamath,Oregon,97601,-121.779885,42.226484
1000561,160 West Joe Orr Road,Chicago Heights,Cook,Illinois,60411,-87.646182,41.520174
1000563,1000 Chelsea Road ,West Point,King William,Virginia,23181,-76.793868,37.538998
1000566,"940 Meadow Road, Route 121",Casco,Cumberland,Maine,4015,-70.522297,44.003917
1000569,1190 Georgia Avenue at 11th Street,Palm Harbor,Pinellas,Florida,34683,-82.766,28.0772
1000574,"Lancaster Boulevard, between Fern Avenue and Ehrlich Avenue",Lancaster,Los Angeles,California,93534,-118.143269,34.697669
1000575,2440 Atlas Road,Columbia,0,South Carolina,29209,-80.9743,33.942
1000576,342 N. Grand,Schoolcraft,Kalamazoo,Michigan,49087,-85.6371431,42.1167863
1000578,4166 Yellowstone Ave #1212,Chubbuck,Bannock,Idaho,83202,-112.462,42.9202
1000579,"New Town lot, 10717 Main St. (route 5)",Clarence,Erie,New York,14031,-78.58945,42.98032
1000584,Library parking lot,New Castle,Fulton,Indiana,47362,-85.7457,40.0025
1000585,5 Town Park Lane,Oakland,Garrett,Maryland,21550,-79.40964,39.4082577
1000589,691 W. Montrose Street,Clermont,Lake,Florida,34712,-81.767753,28.554926
1000590,520 Main Street,Windermere,Orange,Florida,34786,-81.535503,28.494836
1000591,1945 Ridgeview Rd,Upper Arlington,Franklin,Ohio,43221,-83.0639,40.0157
1000593,7th and N Streets,Sanger,Fresno,California,93657,-119.557378,36.706334
1000596,319B Main Street,Smithfield,Isle of Wight,Virginia,23430,-76.631282,36.981723
1000598,64 Freetown Rd,Raymond,Rockingham,New Hampshire,3077,-71.165904,43.020729
1000599,Waun_A_Bowl prking lot,Waunakee,Dane,Wisconsin,53946,-89.4528,43.1821
1000603,7th to 10th Street on Central Avenue,Fort Dodge,Webster,Iowa,50501,-94.1869,42.505204
1000608,103 4th St NE,Dilworth,Clay,Minnesota,56529,-96.697755,46.876886
1000609,South side of Courthouse,Nashville,Washington,Illinois,62263,-89.3902,38.3374
1000610,Main street,Stroudsburg,Monroe,Pennsylvania,18360,-75.1941,40.9854
1000611,2 Church Street,Norwalk,Huron,Ohio,44857,-82.617223,41.241406
1000612,78 Bill Hill Rd,Lyme,New London,Connecticut,6371,-72.335758,41.359722
1000613,1401 Ross street,Heflin,Cleburne,Alabama,36264,-85.596408,33.502928
1000614,Corner of Chillicothe and Detroit Street,Bellefontaine,Logan,Ohio,43311,-83.7617721,40.359847
1000615,4 Corners,Virgil,Cortland,New York,13045,-76.1956,42.5104
1000616,Old Shell Road and University Boulevard,Mobile,Mobile,Alabama,36606,-88.174004,30.689057
1000617,20 Miles SW of Eugene near Lorane,Eugene,Hood River,Oregon,97405,-121.531,45.6905
1000620,155 W. Broadway,Salem,Salem,New Jersey,8079,-75.468051,39.572153
1000621,616 Lake St.,Evanston,0,Illinois,60201,-87.6812,42.0441
1000623,3302 Agency St.  Dollar General parking lot,Burlington,Des Moines,Iowa,52601,-91.1428,40.815
1000625,Central Ave. between 9th & 10th St.,Nebraska City,Otoe,Nebraska,68410,-95.8552,40.6775
1000626,480 Hillsboro St,Pittsboro,Chatham,North Carolina,27312,-79.175913,35.726962
1000628,100 N. Walnut Street,Macungie,Lehigh,Pennsylvania,18062,-75.549502,40.515137
1000629,South Chillicothe St. and Main St.,Plain City,Madison,Ohio,43064,-83.26707,40.10798
1000631,255 John Paul Rd.,Russellville,Logan,Kentucky,42276,-86.8868,36.865
1000632,4151 Helena Road,Helena,Shelby,Alabama,35080,-86.8436,33.2947
1000634,1936 West Main Street,Fort Wayne,Allen,Indiana,46808,-85.1679,41.0787
1000635,Railroad Park on Main Street,Donnellson,Lee,Iowa,52625,-91.5645,40.6462
1000636,Honopiilani HWY,Maui,Maui,Hawaii,96761,-156.657,20.8491
1000637,123 CR 300 Veterans Memorial Park,Mayo,Lafayette,Florida,32066,-83.2292,29.962
1000641,"Downtown square, across form Lawson Super grocery store in Lawson MO",Lawson,Ray,Missouri,64062,-94.2043,39.4376
1000647,201 N First Street,Montrose,Lee,Iowa,52639,-91.4159,40.534
1000648,Route 611 & Street Road,Warrington,Bucks,Pennsylvania,18976,-75.1386,40.2295
1000649,470 W. Hwy 152,Mustang,Canadian,Oklahoma,73064,-97.7159,35.3915
1000652,Roseville Square Shopping Center,Auburn,Placer,California,95604,-121.911,38.0224
1000653,Highway 28 & Coon St.,Kings Beach,Placer,California,96143,-120.15,39.15
1000654,Highway 49 at Wolf Road,Grass Valley,Nevada,California,95949,-121.123,38.9853
1000655,"DeWitt Center, B Avenue at First Street",Auburn,Placer,California,95602,-121.098,38.9218
1000656,Main Street at California Street,Colfax,Placer,California,95713,-120.957,39.0884
1000657,On Foresthill Road,Foresthill,Placer,California,95631,-120.852,39.0092
1000658,"Homewood Ski Resort, Parking Lot of Hwy. 89",Homewood,Placer,California,96141,-120.169,39.0978
1000659,Park Drive at Stanford Ranch Road,Rocklin,Placer,California,95677,-121.191,38.7442
1000660,Harding & Douglas St.,Roseville,Placer,California,95678,-121.311,38.6978
1000664,1600 Eureka Road,Roseville,Placer,California,95661,-121.247,38.7477
1000665,10400 O'DONNELL PL,Waldorf,Charles,Maryland,20601,-76.931468,38.619894
1000666,"Marina Park, 25 lakeshore plz ",Kirkland,King,Washington,98033,-122.208821,47.6754967
1000668,"Route 2, On the Village Green",Willston,Chittenden,Vermont,5495,-73.0756,44.4392
1000670,240 Route 17,Tuxedo,Orange,New York,10987,-74.1844974,41.1944787
1000672,315 Main Street,Southwest Harbor,Hancock,Maine,4679,-68.3214,44.27766
1000674,0,Port Wing,Bayfield,Wisconsin,54865,-91.383,46.78
1000676,"The Millpond, Cascade st",osceola,Polk,Wisconsin,54020,-92.705212,45.319565
1000681,259 U. S. Route One,Scarborough,Cumberland,Maine,4070,-70.3393,43.5901
1000683,19th and Ave A,Lubbock,Lubbock,Texas,79401,-101.8364,33.57785
1000685,12206 E. Hwy 62,Idalou,Lubbock,Texas,79329,-101.611862,33.666336
1000686,Williamsburg city park,Williamsburg,Iowa,Iowa,52361,-92.0092,41.6615
1000687,Chicago Street from Van Buren to Jefferson Street,Joliet,Will,Illinois,60432,-88.0815,41.5254
1000688,1200 n Minnetrista Parkway,Muncie,Delaware,Indiana,47303,-85.3969,40.2275
1000689,18th Street South and 6th Ave. South,BIRMINGHAM,Jefferson,Alabama,35233,-86.8035,33.5057
1000690,Hoover & 100 West,Cedar City,Iron,Utah,84720,-113.063291,37.679456
1000692,1012 State Route 9,Queensbury,Warren,New York,12804,-73.6828589,43.3422259
1000694,Highway 6 & Sycamore Street,Iowa City,Johnson,Iowa,52240,-92.4618,42.6436
1000695,150 W. 8th Street,Holland,Ottawa,Michigan,49423,-86.113329,42.790299
1000699,6134 Wilmington Pike,Dayton (Sugarcreek Township),Greene,Ohio,45459,-84.10998367,39.65086184
1000700,605 Morgan Street,Davenport,Lincoln,Washington,99122,-118.150018,47.653904
1000701,8943 Newport Gap Pike,Avondale borough,Chester,Pennsylvania,19311,-75.755475,39.809987
1000702,501 State Route 20,New Lebanon,Columbia,New York,12125,-73.390796,42.46738
1000704,Port Cicero Shopping Plaza,Cicero,Hamilton,Indiana,46034,-86.0135,40.1303
1000708,1200 Atlantic Avenue between North & South Carolina Avenues,Atlantic City,Atlantic,New Jersey,8401,-74.4256,39.363
1000709,71 Waterwitch Avenue,Highlands,Monmouth,New Jersey,7732,-73.994358,40.404837
1000710,"Lakeline Mall parking lot, behind Sears & Dillard's",Cedar Park,Williamson,Texas,78613,-97.806404,30.469332
1000712,2000 North Dewey Avenue,Reedsburg,Sauk,Wisconsin,53959,-89.993406,43.549612
1000713,7238 Hwy 66,Wadesville,Posey,Indiana,47638,-87.7880512,38.1048706
1000714,Hwy 85,Eaton,0,Colorado,80615,-104.712,40.5301
1000715,Mr. Movie's parking lot,Colon,0,Nebraska,68018,-96.6059,41.2975
1000716,222 East Hancock Street,Milledgeville,Baldwin,Georgia,31061,-83.224579,33.081869
1000718,5601 Sunnyside Avenue,Beltsville,Prince George's,Maryland,20705,-76.909791,39.020676
1000721,4994 Claremont Ave.,Stockton,San Joaquin,California,95207,-121.308548,37.99748993
1000722,200 Main Street,Stockton,San Joaquin,California,95201,-121.287689,37.953072
1000723,10th Street,Tracy,San Joaquin,California,95376,-121.426885,37.738328
1000726,Kaiser Parking Lot,Stockton,San Joaquin,California,95205,-121.289,37.953
1000730,1520 West Omaha Street,Rapid City,Pennington,South Dakota,57701,-103.244279,44.084724
1000731,Corner of SW 3rd & SW Maple Street,Ankeny,Polk,Iowa,50023,-93.608108,41.729882
1000732,2100 University Boulevard,Houston,Harris,Texas,77005,-95.410252,29.714855
1000733,100 block of East Dominick Street,Rome,Oneida,New York,13440,-75.458,43.2111
1000734,Skubitz Plaza,Fort Scott,Bourbon,Kansas,66701,-94.704948,37.842394
1000736,Auburn-Folsom Rd. & Lincoln Way,Auburn,Placer,California,95603,-121.076,38.8961
1000737,5550 Douglas Boulevard,Granite Bay,Placer,California,95746,-121.198,38.7447
1000744,675 Oak Tree Rd,Palisades,Rockland,New York,10964,-73.9177,41.0115
1000745,7155 Wisconsin Avenue,Bethesda,Montgomery,Maryland,20814,-77.09232,38.98105
1000747,1001 Post Rd.,North White Plains,Westchester,New York,10603,-73.7966,40.9888
1000748,11601 Municipal Drive,Fishers,Hamilton,Indiana,46038,-86.01632,39.9575
1000749,4th & Haven Street,Raymond,Pacific,Washington,98053,-123.718,46.6749
1000750,Athol Uptown Common,Athol,Worcester,Massachusetts,1331,-72.2158367,42.5892837
1000751,4100 N.Croatan Hwy,Kitty Hawk,Dare,North Carolina,27949,-75.6975,36.0718
1000755,230 Minnesota Avenue East,Glenwood,Pope,Minnesota,56334,-95.395875,45.651278
1000757,133 W Tiffin,Fostoria,Seneca,Ohio,44830,-83.41541,41.15641
1000758,321 S. Hancock St.,Pentwater,Oceana,Michigan,49449,-86.433138,43.779433
1000761,107 West Broadway,Steeleville,Randolph,Illinois,62288,-89.6587,38.0071
1000766,Parking lot on 2nd Ave.,Warren,Warren,Pennsylvania,16365,-79.1454,41.8452
1000769, Washington & Pine Streets,Burlington,Racine,Wisconsin,53105,-88.276064,42.678463
1000772,75 State Route 15,Lafayette,Sussex,New Jersey,7848,-74.68683,41.0961
1000774,410 E Long Avenue,Gastonia,Gaston,North Carolina,28054,-81.1757,35.26521
1000775,Brooklyn Community Building,Brooklyn,Dane,Wisconsin,53521,-89.369,42.8523
1000776,First State Bank Parking Lot on Main Street,Newcastle,Weston,Wyoming,82701,-104.205,43.8547
1000777,Upton City Park,Upton,Weston,Wyoming,82730,-104.624,44.1085
1000780,7th and Cherokee Street,Leavenworth,Leavenworth,Kansas,66048,-94.917787,39.316574
1000781,Corner of Laurel and East Commerce streets,Bridgeton,Cumberland,New Jersey,8302,-75.2343549,39.4289861
1000782,14 Sloan Street,South Orange,Essex,New Jersey,7079,-74.260122,40.745452
1000786,Water Street,Shortsville,Ontario,New York,14548,-77.22466,42.95859
1000787,Route 2 Wellsburg,Wellsburg,Brooke,West Virginia,26070,-80.6377819,40.2510088
1000788,306-308 Penco Road,Weirton,Hancock,West Virginia,26062,-80.5470929,40.4091875
1000789,3322 East Street,Weirton,Hancock,West Virginia,26062,-80.5877512,40.4037733
1000790,400 unit block of Saratoga Street,Baltimore,Baltimore City,Maryland,21210,-76.621478,39.2929004
1000791,500 Arguello Street,Redwood City,San Mateo,California,94063,-122.232387,37.486692
1000792,163 West Frederick Street,Millersville,Lancaster,Pennsylvania,17551,-76.3618026,39.9959563
1000798,Santa Fe Park-South Santa Fe Street,Chanute,Neosho,Kansas,66720,-95.45264,37.658606
1000799,101 Lawyers Row,Centreville,Queen Anne's,Maryland,21617,-76.06513,39.044786
1000800,Gossner Cheese Outlet Store,Burley,Minidoka,Idaho,83318,-113.761,42.5476
1000801,100 Main Street,Johnson,Lamoille,Vermont,5656,-72.6783,44.6348
1000802,321 South Jackson Street,Quincy,Gadsden,Florida,32351,-84.664,30.6178
1000806,104 S. Penn St.,Oberlin,Decatur,Kansas,67749,-100.528829,39.820469
1000807,123 Grey St,East Aurora,Erie,New York,14052,-78.632801,42.765622
1000808,524 S.5th St.,Carrollton,Greene,Illinois,62016,-90.4076327,39.2994549
1000810,Glen Marye Shopping Center Parking Lot,Louisa,Louisa,Virginia,23093,-78.0042,38.0251
1000812,Corner of 4th & School Streets,St. Ansgar,Mitchell,Iowa,50472,-92.9204,43.3785
1000813,415 Wellington Place,HOpe,Bonner,Idaho,83836,-116.297,48.2417
1000815,2101 N Market St,Wilmington,New Castle,Delaware,19802,-75.5407,39.752585
1000816,Court Street,Mathews,Mathews,Virginia,23109,-76.3215915,37.4335336
1000819,302 S. Rampart,Las Vegas,Clark,Nevada,89145,-115.1768402,36.0687779
1000820,9480 S. Eastern Ave,Las Vegas,Clark,Nevada,89123,-115.1768402,36.0687779
1000824,Hwy 152 & Pacheco Park,Los Banos,Merced,California,93635,-120.846041,37.056793
1000825,7th St. & J St.,Le Grand,Merced,California,95333,-120.847,37.0597
1000826,Route 1 and West Way,Bethany Beach,Sussex,Delaware,19930,-75.056961,38.527207
1000827,20955 Wyoming,Ferndale,Oakland,Michigan,48220,-83.162105,42.44794
1000831,28751 Cole Grade Rd.,Valley Center,San Diego,California,92082,-117.024,33.2348
1000834,"Riverfront Centennial Park, Gaffer District",Corning,Steuben,New York,14830,-77.0547,42.1429
1000838,2243 Grand Blvd.,Pearland,Brazoria,Texas,77581,-95.2835,29.5658
1000839,Pioneer Park 600-1000 Oneida Ave,Rhinelander,Oneida,Wisconsin,54501,-89.4078,45.6295
1000841,701 W. Main St.,Denison,Grayson,Texas,75020,-96.54535,33.755828
1000842,420 East German St,Herkimer,Herkimer,New York,13350,-74.986496,43.034643
1000843,"150 N. Third Street Burbank, CA 91502",Burbank,Los Angeles,California,91502,-118.3079771,34.1828004
1000844,7341 Monterey Road,Gilroy,Santa Clara,California,95020,-121.568,37.006
1000845,Center Street at Main Street,Geneseo,Livingston,New York,14454,-77.816409,42.796196
1000846,461 Commercial St.,Rockport,Knox,Maine,4856,-69.0815,44.1706
1000851,1482 Hwy 65 & 82 South,Lake Village,Chicot,Arkansas,71653,-91.292967,33.318615
1000854,13th Street and Evans Street,Morehead City,Carteret,North Carolina,28557,-76.7198,34.721
1000855,Gratiot Ave and Nine Mile Rd,Eastpointe,Macomb,Michigan,48021,-82.958729,42.464167
1000857,Somerdale & Burnt Mill Rd.,Voorhees,Camden,New Jersey,8043,-75.002718,39.850589
1000862,484 Sala Avenue,Westwego,Jefferson,Louisiana,70094,-90.1458348,29.9101364
1000863,Indiana Street between Washington and Franklin Streets,Greencastle,Putnam,Indiana,46135,-86.864547,39.644176
1000865,4300 Indianola Ave.,Columbus,Franklin,Ohio,43214,-82.999711,40.052463
1000866,7047 Hospital Road,Burlington,Walworth,Wisconsin,53105,-88.408442,42.654478
1000868,9355 US Hwy 60 W.,Sturgis,Union,Kentucky,42459,-87.951651,37.47559
1000869,19701 Fisher Avenue,Poolesville,Montgomery,Maryland,20837,-77.411706,39.144806
1000870,1150 5TH STREET,AUGUSTA,Richmond,Georgia,30901,-81.9641247,33.462514
1000871,"HWY 30,",Sutherland,Lincoln,Nebraska,69165,-101.131,41.1563
1000873,"Steamboat Landing, 545 Third St. off Rt 13, Ithaca",Ithaca,Tompkins,New York,14851,-76.509434,42.450833
1000874,DeWitt Park,Ithaca,Tompkins,New York,14851,-76.4987796,42.4417988
1000876,740 Main Street,Johnson City,Broome,New York,13790,-75.9782,42.1162
1000877,6309 Church Street,Chincoteague,Accomack,Virginia,23336,-75.3734494,37.9328247
1000880,Tremont and Pier View Way,Oceanside,San Diego,California,92054,-117.381063,33.19621
1000884,519 W. Cedar Street at India Street,San Diego,San Diego,California,92101,-117.1675579,32.7219312
1000885,Main & Walnut Streets,Rising Sun,Ohio,Indiana,47040,-84.854,38.9491
1000886,10656 Railroad Avenue,Chisago City,Chisago,Minnesota,55013,-92.890735,45.372951
1000887,Ashfield Town Common,Ashfield,Franklin,Massachusetts,1330,-72.790325,42.525744
1000891,"Courthouse lawn, 400 Main St.",Chadron,Dawes,Nebraska,69337,-103.001,42.8278
1000892,1107 11th Street East,Glencoe,McLeod,Minnesota,55336,-94.148809,44.770003
1000893,West Main St.,Clarksville,Johnson,Arkansas,72830,-93.4704,35.4703
1000898,270 East Main St.,Avon,Livingston,New York,14414,-77.733822,42.910709
1000899,285 Aragon Avenue,Coral Gables,Miami-Dade,Florida,33134,-80.260407,25.7504534
1000900,Corner of Hugh and Julian Streets,Ebensburg,Cambria,Pennsylvania,15931,-78.7251,40.4852
1000902,Town Square at Gilman and Meyers Dr.,La Jolla,San Diego,California,92093,-117.236148,32.878533
1000903,48th Place NW at MacArthur Blvd,Washington,District of Columbia,District of Columbia,20007,-77.0966,38.9175
1000904,755 W. 3rd Street,Garner,Hancock,Iowa,50438,-93.6122,43.1023
1000908,Corner of Rt. 9W and Rt. 52 (Robinson Ave.and South St.),Newburgh,Orange,New York,12550,-74.019356,41.507035
1000909,132 Broadway,Newburgh,Orange,New York,12550,-74.012961,41.500229
1000910,No. 1 The Plaza,Sonoma,Sonoma,California,95476,-122.457808,38.292177
1000913,115 Caldwell Street,Rock Hill,York,South Carolina,29730,-81.025782,34.925519
1000915,900 S. Fourche ,Perryville,Perry,Arkansas,72126,-92.798516,34.999824
1000916,Corinne Street,Hattiesburg,Forrest,Mississippi,39401,-89.3029,31.3178
1000918,2150 Cedar Street,Holt,Ingham,Michigan,48842,-84.520014,42.645141
1000919,105 Adams St,Bay City,Bay,Michigan,48708,-83.8881,43.5895
1000920,Football Field,West Union,0,West Virginia,26456,-80.777,39.2966
1000921,221 Main Street,Galax,0,Virginia,24333,-80.9241,36.6604
1000922,100 & 200 Block of Broadway St.,King City,Monterey,California,93930,-121.123753,36.214155
1000924,832 Main Street,Frankfort,Benzie,Michigan,49635,-86.2338,44.632
1000926,1007 E. Jefferson St.,Louisville,Jefferson,Kentucky,40206,-85.733185,38.251544
1000927,Park st. at Town Hall,Sterling,Worcester,Massachusetts,1564,-71.762,42.4362
1000928,"Town Common, Route 122",Paxton,Worcester,Massachusetts,1612,-71.9248,42.3079
1000929,3400 Monroe Avenue,Pittsford,Monroe,New York,14534,-77.535667,43.101484
1000930,0,New Braunfels,Comal,Texas,78130,-98.1249,29.7018
1000931,Downtown square of Fayette MO,Gasalow,Howard,Missouri,65254,-92.8976,39.1601
1000932,Robe Ann Park Shelter #2,Greencastle,Putnam,Indiana,46135,-86.8664,39.6473
